0 1.54866e-24 	 0
1 -1.13779e-24 	 -9.95039e-25
2 9.97386e-26 	 1.50452e-24
3 1.07249e-24 	 -1.27463e-24
4 -1.81761e-24 	 4.0624e-25
5 1.76995e-24 	 6.89402e-25
6 -9.34769e-25 	 -1.48322e-24
7 -3.07356e-25 	 1.58059e-24
8 1.37184e-24 	 -9.15476e-25
9 -1.74087e-24 	 -2.06643e-25
10 1.21005e-24 	 1.24169e-24
11 4.1449e-27 	 -1.65912e-24
12 -1.35029e-24 	 1.19913e-24
13 2.18775e-24 	 -1.44169e-26
14 -2.08469e-24 	 -1.37545e-24
15 1.03281e-24 	 2.30553e-24
16 5.23718e-25 	 -2.27e-24
17 -1.86739e-24 	 1.17411e-24
18 2.32384e-24 	 5.84895e-25
19 -1.57951e-24 	 -2.25615e-24
20 -1.42439e-25 	 3.04515e-24
21 2.13541e-24 	 -2.46924e-24
22 -3.48292e-24 	 6.05247e-25
23 3.44695e-24 	 1.88636e-24
24 -1.81069e-24 	 -3.98623e-24
25 -9.73317e-25 	 4.71174e-24
26 3.90405e-24 	 -3.52922e-24
27 -5.78784e-24 	 6.14958e-25
28 5.69756e-24 	 3.14887e-24
29 -3.35685e-24 	 -6.45449e-24
30 -7.04414e-25 	 8.02733e-24
31 5.29077e-24 	 -7.09328e-24
32 -8.93204e-24 	 3.67888e-24
33 1.03821e-23 	 1.36918e-24
34 -9.04302e-24 	 -6.65235e-24
35 5.16285e-24 	 1.06768e-23
36 2.59079e-25 	 -1.23314e-23
37 -5.81392e-24 	 1.12187e-23
38 1.01407e-23 	 -7.73126e-24
39 -1.23331e-23 	 2.86436e-24
40 1.21583e-23 	 2.14884e-24
41 -1.00325e-23 	 -6.23606e-24
42 6.78706e-24 	 8.77714e-24
43 -3.33542e-24 	 -9.69986e-24
44 3.71962e-25 	 9.3746e-24
45 1.7933e-24 	 -8.37723e-24
46 -3.22626e-24 	 7.2299e-24
47 4.22047e-24 	 -6.22181e-24
48 -5.09289e-24 	 5.36575e-24
49 6.0171e-24 	 -4.48301e-24
50 -6.95798e-24 	 3.35771e-24
51 7.7193e-24 	 -1.88119e-24
52 -8.06543e-24 	 1.22547e-25
53 7.85102e-24 	 1.69719e-24
54 -7.09695e-24 	 -3.30426e-24
55 5.98249e-24 	 4.49069e-24
56 -4.76488e-24 	 -5.19548e-24
57 3.66958e-24 	 5.51395e-24
58 -2.80411e-24 	 -5.637e-24
59 2.13262e-24 	 5.75391e-24
60 -1.51779e-24 	 -5.96605e-24
61 8.04989e-25 	 6.25001e-24
62 9.3618e-26 	 -6.48294e-24
63 -1.1539e-24 	 6.51322e-24
64 2.25154e-24 	 -6.24016e-24
65 -3.22122e-24 	 5.66489e-24
66 3.93224e-24 	 -4.89062e-24
67 -4.34445e-24 	 4.07541e-24
68 4.51969e-24 	 -3.36244e-24
69 -4.58631e-24 	 2.82118e-24
70 4.67607e-24 	 -2.42607e-24
71 -4.86439e-24 	 2.07987e-24
72 5.1411e-24 	 -1.66811e-24
73 -5.42316e-24 	 1.11711e-24
74 5.60068e-24 	 -4.288e-25
75 -5.59237e-24 	 -3.22667e-25
76 5.38417e-24 	 1.02809e-24
77 -5.03384e-24 	 -1.59491e-24
78 4.64164e-24 	 1.9881e-24
79 -4.30277e-24 	 -2.24186e-24
80 4.06514e-24 	 2.43828e-24
81 -3.91182e-24 	 -2.66492e-24
82 3.77515e-24 	 2.97251e-24
83 -3.57399e-24 	 -3.35269e-24
84 3.25524e-24 	 3.74521e-24
85 -2.81966e-24 	 -4.06959e-24
86 2.32071e-24 	 4.265e-24
87 -1.83816e-24 	 -4.31895e-24
88 1.4404e-24 	 4.27181e-24
89 -1.15361e-24 	 -4.19611e-24
90 9.52369e-25 	 4.16155e-24
91 -7.74957e-25 	 -4.20305e-24
92 5.55007e-25 	 4.30669e-24
93 -2.53801e-25 	 -4.41957e-24
94 -1.22183e-25 	 4.47754e-24
