0 -1.29386e-24 	 0
1 1.03823e-24 	 6.82496e-25
2 -3.71497e-25 	 -1.11175e-24
3 -4.44302e-25 	 1.12576e-24
4 1.08629e-24 	 -7.13433e-25
5 -1.29591e-24 	 2.14807e-26
6 9.80758e-25 	 6.95074e-25
7 -2.54e-25 	 -1.16314e-24
8 -6.04459e-25 	 1.19202e-24
9 1.25163e-24 	 -7.48491e-25
10 -1.41214e-24 	 -2.20665e-26
11 9.87416e-25 	 8.39633e-25
12 -1.02016e-25 	 -1.38682e-24
13 -9.32093e-25 	 1.42736e-24
14 1.72299e-24 	 -9.03467e-25
15 -1.94143e-24 	 -2.62633e-26
16 1.44829e-24 	 1.02749e-24
17 -3.60305e-25 	 -1.70138e-24
18 -9.72428e-25 	 1.73115e-24
19 2.07417e-24 	 -1.01271e-24
20 -2.50359e-24 	 -2.80748e-25
21 2.01411e-24 	 1.73021e-24
22 -6.59663e-25 	 -2.79605e-24
23 -1.19341e-24 	 3.0004e-24
24 2.9587e-24 	 -2.10673e-24
25 -4.00288e-24 	 2.33007e-25
26 3.84864e-24 	 2.14621e-24
27 -2.34397e-24 	 -4.31824e-24
28 -2.58218e-25 	 5.53976e-24
29 3.34056e-24 	 -5.2704e-24
30 -6.07591e-24 	 3.3577e-24
31 7.65406e-24 	 -1.12078e-25
32 -7.51457e-24 	 -3.75584e-24
33 5.51575e-24 	 7.31966e-24
34 -1.98752e-24 	 -9.68869e-24
35 -2.34901e-24 	 1.02507e-23
36 6.57205e-24 	 -8.83365e-24
37 -9.80284e-24 	 5.73914e-24
38 1.14302e-23 	 -1.64341e-24
39 -1.12504e-23 	 -2.60093e-24
40 9.48611e-24 	 6.19773e-24
41 -6.68451e-24 	 -8.60446e-24
42 3.53455e-24 	 9.63838e-24
43 -6.64131e-25 	 -9.46849e-24
44 -1.51926e-24 	 8.50718e-24
45 2.89978e-24 	 -7.24599e-24
46 -3.62421e-24 	 6.09303e-24
47 3.99421e-24 	 -5.26384e-24
48 -4.32553e-24 	 4.75412e-24
49 4.82625e-24 	 -4.3928e-24
50 -5.53391e-24 	 3.94636e-24
51 6.32665e-24 	 -3.23092e-24
52 -6.99509e-24 	 2.19018e-24
53 7.34105e-24 	 -9.13923e-25
54 -7.26272e-24 	 -4.03912e-25
55 6.79437e-24 	 1.5459e-24
56 -6.08921e-24 	 -2.35612e-24
57 5.35627e-24 	 2.79599e-24
58 -4.77935e-24 	 -2.95102e-24
59 4.45074e-24 	 2.98903e-24
60 -4.34479e-24 	 -3.08901e-24
61 4.33903e-24 	 3.37022e-24
62 -4.27178e-24 	 -3.8492e-24
63 4.01144e-24 	 4.44011e-24
64 -3.50974e-24 	 -4.9957e-24
65 2.81879e-24 	 5.37074e-24
66 -2.06716e-24 	 -5.48154e-24
67 1.40654e-24 	 5.33807e-24
68 -9.51452e-25 	 -5.03744e-24
69 7.3636e-25 	 4.72286e-24
70 -7.06154e-25 	 -4.52621e-24
71 7.42485e-25 	 4.51755e-24
72 -7.13811e-25 	 -4.68156e-24
73 5.28315e-25 	 4.92883e-24
74 -1.68519e-25 	 -5.13614e-24
75 -3.05368e-25 	 5.19823e-24
76 7.83381e-25 	 -5.06995e-24
77 -1.15248e-24 	 4.78233e-24
78 1.34252e-24 	 -4.42725e-24
79 -1.35302e-24 	 4.11816e-24
80 1.25071e-24 	 -3.94379e-24
81 -1.14004e-24 	 3.93354e-24
82 1.11945e-24 	 -4.04835e-24
83 -1.2418e-24 	 4.19953e-24
84 1.49468e-24 	 -4.28704e-24
85 -1.80803e-24 	 4.24097e-24
86 2.08497e-24 	 -4.04925e-24
87 -2.24253e-24 	 3.76096e-24
88 2.24541e-24 	 -3.46445e-24
89 -2.11915e-24 	 3.2503e-24
90 1.93814e-24 	 -3.17437e-24
91 -1.79393e-24 	 3.23616e-24
92 1.75764e-24 	 -3.38081e-24
93 -1.85168e-24 	 3.52312e-24
94 2.04231e-24 	 -3.58331e-24
95 -2.25531e-24 	 3.51946e-24
96 2.40777e-24 	 -3.34355e-24
97 -2.44245e-24 	 3.11497e-24
98 2.3507e-24 	 -2.91481e-24
99 -2.17476e-24 	 2.81188e-24
100 1.98916e-24 	 -2.83478e-24
101 -1.8693e-24 	 2.96105e-24
102 1.86057e-24 	 -3.12772e-24
103 -1.96048e-24 	 3.25809e-24
104 2.12098e-24 	 -3.29358e-24
105 -2.26938e-24 	 3.21729e-24
106 2.33888e-24 	 -3.05985e-24
107 -2.29592e-24 	 2.88562e-24
108 2.15324e-24 	 -2.76525e-24
109 -1.96347e-24 	 2.7464e-24
110 1.79658e-24 	 -2.83453e-24
111 -1.71058e-24 	 2.99159e-24
112 1.72788e-24 	 -3.15266e-24
113 -1.82684e-24 	 3.25323e-24
114 1.9516e-24 	 -3.25584e-24
115 -2.03592e-24 	 3.16484e-24
116 2.0307e-24 	 -3.02366e-24
117 -1.92391e-24 	 2.896e-24
118 1.74471e-24 	 -2.83901e-24
119 -1.55058e-24 	 2.8798e-24
120 1.40293e-24 	 -3.00478e-24
121 -1.3416e-24 	 3.16608e-24
122 1.3688e-24 	 -3.30198e-24
123 -1.44894e-24 	 3.36264e-24
124 1.52407e-24 	 -3.33048e-24
125 -1.5383e-24 	 3.22672e-24
126 1.46091e-24 	 -3.10184e-24
127 -1.29856e-24 	 3.01402e-24
128 1.0918e-24 	 -3.00486e-24
129 -8.97679e-25 	 3.08238e-24
130 7.65709e-25 	 -3.21822e-24
131 -7.17535e-25 	 3.36e-24
132 7.38445e-25 	 -3.45335e-24
133 -7.84137e-25 	 3.46445e-24
134 7.99628e-25 	 -3.39356e-24
135 -7.42261e-25 	 3.27428e-24
136 5.99201e-25 	 -3.1589e-24
137 -3.92254e-25 	 3.09632e-24
138 1.68247e-25 	 -3.11165e-24
