h1_cplx_snr_amp	h1_cplx_snr_arg	h1_optimal_snr	l1_cplx_snr_amp	l1_cplx_snr_arg	l1_optimal_snr	lal_approximant	using_fast_sgf	amp_beta1	amp_beta2	amp_beta3	dec	deltalogl	deltaloglh1	deltalogll1	logl	logprior	loghrss	logw	matched_filter_snr	mtotal	mtotal_ref	optimal_snr	phi_orb	phase_beta1	phase_beta2	phase_beta3	alpha	psi	ra	signalmodelflag	theta_jn	time	
3.11215392856098e+01	2.24494507717100e-03	3.11229621338035e+01	3.56281258200755e+01	6.31338689314550e-02	3.48930479981128e+01	0.00000000000000e+00	0.00000000000000e+00	-3.01502832514514e-01	2.63564092559812e+02	4.56497523418799e+02	1.55299322057029e-01	1.11620741548755e+03	4.84272661990862e+02	6.31934753496685e+02	-2.02808102835136e+03	1.57307800815509e+02	-5.21066361806497e+01	-4.31018760197377e+01	4.72510259998385e+01	4.85401993805382e+02	1.00000000000000e+02	4.67564281204282e+01	5.05863399978276e+00	-4.30187902703336e+01	4.74657658408255e+02	-1.55700710835683e+02	2.81656277528588e+00	8.92181248144710e-02	3.49868275817920e+00	1.00000000000000e+00	2.58197227946175e-01	1.12662118408424e+09	
3.11483226228257e+01	4.06855445663670e-02	2.94892791939964e+01	3.55938415742733e+01	-1.94986604042300e-03	3.62597741838057e+01	0.00000000000000e+00	0.00000000000000e+00	2.47264178425028e-01	2.46177560499525e+02	3.29714032085179e+02	1.57615776970043e-01	1.11620924868915e+03	4.82972656264358e+02	6.33236592424787e+02	-2.02807919514976e+03	1.56687701071735e+02	-5.19000580705755e+01	-4.26285659711915e+01	4.72512699613697e+01	4.82544300580829e+02	1.00000000000000e+02	4.67374454933306e+01	1.72152866653381e+00	6.15088098068255e+00	3.55906180092346e+02	-1.25756639641785e+02	1.38081368199942e+00	2.79871671463490e-01	3.43622740894975e+00	1.00000000000000e+00	2.23522929247228e-01	1.12662118408485e+09	
3.11176485501119e+01	-5.60526029604240e-02	3.12711500333041e+01	3.56232267287036e+01	-3.77275966372950e-02	3.57273879840354e+01	0.00000000000000e+00	0.00000000000000e+00	-9.82390397656516e-01	2.97066684677363e+02	4.61988118275820e+02	1.52144429117149e-01	1.11621002369170e+03	4.82613979924264e+02	6.33596043767436e+02	-2.02807842014721e+03	1.57457818539584e+02	-5.21564791443436e+01	-4.27805634140635e+01	4.72490559544532e+01	4.74894119469198e+02	1.00000000000000e+02	4.74797965093282e+01	3.75130149892283e-01	-1.18402765240231e+01	3.51746096804363e+02	-1.28116835792371e+02	2.10986856556910e+00	2.47784500008317e+00	3.48317070411647e+00	1.00000000000000e+00	1.61462766430499e-01	1.12662118408416e+09	
3.11173758331879e+01	-3.82239948866300e-03	3.14546105910694e+01	3.55752801793596e+01	3.26018663791000e-03	3.44217868693786e+01	0.00000000000000e+00	0.00000000000000e+00	-2.15333225962774e-01	2.54603626071751e+02	4.56695367885217e+02	1.38055450768069e-01	1.11621002403518e+03	4.84081525354595e+02	6.32128498680586e+02	-2.02807841980373e+03	1.57231474765822e+02	-5.20803449485827e+01	-4.26373520673796e+01	4.72526093803312e+01	4.75025850510704e+02	1.00000000000000e+02	4.66288745169422e+01	4.59849592445714e+00	-9.77203923378393e+00	4.49736208406664e+02	-1.66185743634662e+02	3.98587403773368e-01	1.61468300948604e+00	3.50644846662934e+00	1.00000000000000e+00	8.37425815319510e-02	1.12662118408240e+09	
3.11634358092182e+01	-5.77935543231430e-02	3.09801600548147e+01	3.55812724054564e+01	3.35971382684390e-02	3.52844717703135e+01	0.00000000000000e+00	0.00000000000000e+00	-2.50027709372776e-01	2.05885159947491e+02	3.06496664947583e+02	1.70559506176760e-01	1.11621210445873e+03	4.83951175084914e+02	6.32260929373813e+02	-2.02807633938018e+03	1.56226120834592e+02	-5.17469123935881e+01	-4.11631318150353e+01	4.72494546117178e+01	4.60297433209113e+02	1.00000000000000e+02	4.69549173690252e+01	4.08663007361607e+00	-2.16176272313334e+01	3.76021414450222e+02	-1.50536367050477e+02	1.94031202706200e-01	5.35880171369538e-01	3.49169925559831e+00	1.00000000000000e+00	2.95031583186349e-01	1.12662118408441e+09	
3.11393875617599e+01	2.45532329282200e-02	3.07949097204952e+01	3.56039650391101e+01	-4.53060963844000e-02	3.43163118100967e+01	0.00000000000000e+00	0.00000000000000e+00	6.86605457202852e-01	2.94943545809909e+02	4.79482843184985e+02	1.20977497766305e-01	1.11622075503576e+03	4.84482358627284e+02	6.31738396408481e+02	-2.02806768880314e+03	1.56496587888965e+02	-5.18346411954600e+01	-4.27378483072625e+01	4.72628337080102e+01	4.71408651705702e+02	1.00000000000000e+02	4.61078704880331e+01	5.46414948301303e+00	4.01624307969993e+01	3.75965351661233e+02	-1.38265819527021e+02	2.26291654605560e+00	7.82652541496947e-01	3.48576571312580e+00	1.00000000000000e+00	8.29684862039571e-01	1.12662118408519e+09	
3.11938687769025e+01	-5.27005775329250e-02	2.86384345935060e+01	3.56416262804672e+01	-1.07139800856440e-02	3.43104852485689e+01	0.00000000000000e+00	0.00000000000000e+00	-8.46995970119988e-01	3.23843395121062e+02	4.95638374624405e+02	1.71863774532286e-01	1.11622993303536e+03	4.82023325526756e+02	6.34206607508606e+02	-2.02805851080355e+03	1.56862894264910e+02	-5.19592453749618e+01	-4.27669429562804e+01	4.73220604975144e+01	4.86005737803433e+02	1.00000000000000e+02	4.46919381316003e+01	6.05859057605491e-01	-1.43034816299692e+01	4.08030878821612e+02	-1.38438064027603e+02	1.31978208831483e+00	4.34929414521863e-01	3.45617227288874e+00	1.00000000000000e+00	8.44637702206294e-01	1.12662118408528e+09	
3.10725272586714e+01	2.29553717615230e-02	3.04527367819855e+01	3.56130550923182e+01	-1.22199553399780e-02	3.61154769410089e+01	0.00000000000000e+00	0.00000000000000e+00	2.89958695863160e-02	1.58856595038024e+02	3.50793159760361e+02	1.47952422954844e-01	1.11623220763432e+03	4.82309604875345e+02	6.33922602758976e+02	-2.02805623620459e+03	1.55926580604706e+02	-5.16458552432658e+01	-4.26354639002509e+01	4.72489627533448e+01	4.84880356018582e+02	1.00000000000000e+02	4.72408388175892e+01	5.86904235906453e+00	-2.23125599065213e+01	2.77798206094927e+02	-9.13729124568671e+01	1.71345604716165e+00	8.32417584443973e-01	3.45674009102834e+00	1.00000000000000e+00	4.31147468567415e-01	1.12662118408514e+09	
3.11603733069926e+01	2.65257222633370e-02	2.87073677882472e+01	3.56449144755589e+01	-1.96983166944150e-02	3.42530361293283e+01	0.00000000000000e+00	0.00000000000000e+00	5.59076290906000e-02	2.22733483855046e+02	4.80505375222870e+02	1.46329731096001e-01	1.11623556092565e+03	4.82161130032403e+02	6.34074430893249e+02	-2.02805288291326e+03	1.56987177049297e+02	-5.19993072238428e+01	-4.23747167464831e+01	4.73221771301319e+01	4.70637989391250e+02	1.00000000000000e+02	4.46920960507198e+01	2.52722392523758e-01	-4.52557000312556e+01	4.13459619173861e+02	-1.48293166046038e+02	1.10310459866300e+00	8.60701500383006e-01	3.45182107007827e+00	1.00000000000000e+00	4.21986314313520e-01	1.12662118408540e+09	
3.11302248610752e+01	3.50866322126500e-03	3.11202320557443e+01	3.56329274195573e+01	1.26280166347620e-02	3.31584073444646e+01	0.00000000000000e+00	0.00000000000000e+00	3.50908839263339e-01	2.69392702392585e+02	4.78688644979419e+02	1.25189654649915e-01	1.11623636403978e+03	4.84539436841191e+02	6.31696927198587e+02	-2.02805207979913e+03	1.57170620990272e+02	-5.20594925899496e+01	-4.27596604706771e+01	4.72836659620201e+01	4.65200938707319e+02	1.00000000000000e+02	4.54747052857390e+01	1.58003763636530e+00	3.13228837425205e+01	1.91425424777308e+02	-8.44318092933975e+01	3.36684599239974e+00	7.12112844271217e-01	3.52087198915959e+00	1.00000000000000e+00	4.76727882956208e-01	1.12662118408434e+09	
3.11942597881619e+01	-2.67543575563730e-02	2.89958724949036e+01	3.55956408493088e+01	-1.97723783814730e-02	3.42923596231032e+01	0.00000000000000e+00	0.00000000000000e+00	-1.18509916223382e-01	3.61396126381344e+02	4.95123071188602e+02	1.59895471656493e-01	1.11623772170941e+03	4.83800767536966e+02	6.32436954172448e+02	-2.02805072212950e+03	1.58023844250001e+02	-5.23455607919870e+01	-4.23107455338610e+01	4.73101007591521e+01	4.99235517027847e+02	1.00000000000000e+02	4.49079786926660e+01	3.79598190502663e-01	1.36880751415474e+01	4.82060564203637e+02	-1.57442576709057e+02	2.81100070158364e+00	5.89909594908442e-01	3.46235441419591e+00	1.00000000000000e+00	2.57716263696478e-01	1.12662118408445e+09	
3.11748525819594e+01	4.03094326350030e-02	3.30066923707809e+01	3.55806193135472e+01	-1.61010007214060e-02	3.54526899346245e+01	0.00000000000000e+00	0.00000000000000e+00	2.95938917293452e-01	2.19166976357596e+02	3.90816600750877e+02	1.13429412278385e-01	1.11624059132457e+03	4.83422043173780e+02	6.32818548150792e+02	-2.02804785251434e+03	1.55705632822066e+02	-5.15706932601200e+01	-4.02588699632459e+01	4.72637529783985e+01	4.61703535103801e+02	1.00000000000000e+02	4.84389818726611e+01	8.27373087646952e-01	1.00547822314134e+01	3.19752752710266e+02	-1.27602735641522e+02	1.85542933105008e+00	2.34838988344934e+00	3.50595353798581e+00	1.00000000000000e+00	7.76706479344148e-01	1.12662118408515e+09	
3.11524708204726e+01	-3.60705105945500e-03	3.23867510033862e+01	3.56015154142108e+01	-5.36034171370530e-02	3.60851413135270e+01	0.00000000000000e+00	0.00000000000000e+00	7.61896796947926e-01	3.76852652259204e+02	4.60148530404074e+02	1.27613833071757e-01	1.11624171598240e+03	4.84469931847836e+02	6.31771784134566e+02	-2.02804672785651e+03	1.57653087536785e+02	-5.22204174597756e+01	-4.16695995968389e+01	4.72649767848743e+01	4.77162501389096e+02	1.00000000000000e+02	4.84875145184051e+01	1.62801991319907e+00	7.16071114277362e+00	4.74246712772104e+02	-1.72042149383111e+02	3.56942983271556e+00	2.01710620810423e+00	3.49054964006499e+00	1.00000000000000e+00	2.63907568965306e-01	1.12662118408574e+09	
3.11336411048420e+01	-4.88965498490120e-02	3.30055055424839e+01	3.56487021236027e+01	2.06998443604490e-02	3.67093236534726e+01	0.00000000000000e+00	0.00000000000000e+00	-5.12712859931615e-01	2.20216005629628e+02	4.89403664227687e+02	1.55732874239659e-01	1.11624386965647e+03	4.81671702417646e+02	6.34572167238827e+02	-2.02804457418243e+03	1.56486950508521e+02	-5.18330420693919e+01	-4.29433967339312e+01	4.72945651392435e+01	4.72103921567077e+02	1.00000000000000e+02	4.93653505934105e+01	4.90973190610179e+00	-7.70457755695020e+00	4.30472132440120e+02	-1.56699068532620e+02	2.98841394961116e+00	1.79825048770596e+00	3.50440015901140e+00	1.00000000000000e+00	6.09870414316555e-01	1.12662118408408e+09	
3.11491589184786e+01	-4.09130028286740e-02	2.94828237725940e+01	3.56308897683480e+01	3.08725958479020e-02	3.69624273824742e+01	0.00000000000000e+00	0.00000000000000e+00	-3.09624098439937e-01	2.23465807444717e+02	3.35856209817446e+02	1.90536418213898e-01	1.11624428460250e+03	4.82978207769809e+02	6.33266076832695e+02	-2.02804415923640e+03	1.55477595532434e+02	-5.14986195011307e+01	-4.31479428692509e+01	4.72492280916831e+01	4.72887814836401e+02	1.00000000000000e+02	4.72806296025182e+01	2.23024641288321e-01	-4.23466963497753e+01	3.84446669799456e+02	-1.38784021485500e+02	8.99390728218801e-01	3.88845948713457e-01	3.42753231386661e+00	1.00000000000000e+00	8.70938012886420e-01	1.12662118408657e+09	
3.11454589355324e+01	1.74161347736230e-02	2.97918282142263e+01	3.55610915474163e+01	3.13069785504400e-03	3.54546255458973e+01	0.00000000000000e+00	0.00000000000000e+00	-8.11588541677615e-01	2.14143968732496e+02	3.15165451723342e+02	1.57088093377913e-01	1.11624669830386e+03	4.83962928527116e+02	6.32283769776741e+02	-2.02804174553505e+03	1.56416516902153e+02	-5.18096354393239e+01	-4.14618189210323e+01	4.72588011728015e+01	4.86642023131876e+02	1.00000000000000e+02	4.63096480330585e+01	1.36140141923731e+00	3.46513120436850e+01	2.11337682667826e+02	-7.70498628482959e+01	5.19124279855073e+00	4.74061292096655e-01	3.45714176257229e+00	1.00000000000000e+00	2.84549134542471e-01	1.12662118408487e+09	
3.11683363231230e+01	5.95682062924110e-02	3.04430377543553e+01	3.56053854247706e+01	-2.82957059392120e-02	3.69355106397669e+01	0.00000000000000e+00	0.00000000000000e+00	-9.09001219799076e-01	2.88014776779769e+02	4.96335791201476e+02	1.41756426094195e-01	1.11624729916136e+03	4.83786611612710e+02	6.32460687548654e+02	-2.02804114467754e+03	1.55557134519879e+02	-5.15224052646135e+01	-3.75341108004270e+01	4.72532352816803e+01	4.63083032674375e+02	1.00000000000000e+02	4.78645013964779e+01	5.52306519048390e+00	-1.88608907401921e+01	4.40983193517844e+02	-1.67921385585028e+02	2.33801295697681e+00	2.74011836769381e+00	3.44081420318979e+00	1.00000000000000e+00	1.07545900772992e+00	1.12662118408461e+09	
3.10995129396797e+01	1.00486683098890e-02	3.10537940796688e+01	3.56169423363425e+01	-4.98276881845900e-02	3.55288818247907e+01	0.00000000000000e+00	0.00000000000000e+00	-7.46997029084977e-01	3.37384649172521e+02	4.97806500578523e+02	1.31908751021566e-01	1.11624888312480e+03	4.83540048790537e+02	6.32708834334264e+02	-2.02803956071411e+03	1.57142307641846e+02	-5.20503443161985e+01	-4.31810475043089e+01	4.72493557566317e+01	4.71571642240703e+02	1.00000000000000e+02	4.71872818719453e+01	2.95841863705569e-01	1.80450232397659e+01	4.29126147596204e+02	-1.55872279563400e+02	1.01080542511777e+00	2.99915904069237e+00	3.47433097292407e+00	1.00000000000000e+00	6.32507060027124e-01	1.12662118408478e+09	
3.11400486408968e+01	4.74679501723500e-03	3.02601232260463e+01	3.56157084471509e+01	-4.22851145489750e-02	3.72017846758548e+01	0.00000000000000e+00	0.00000000000000e+00	-5.12776338973738e-01	1.37257936167853e+02	2.59729832135871e+02	1.54546959078422e-01	1.11625072421741e+03	4.84453564330085e+02	6.31797159887321e+02	-2.02803771962150e+03	1.53905230768329e+02	-5.09724069982582e+01	-4.30573829652707e+01	4.72545404467095e+01	4.74457938231683e+02	1.00000000000000e+02	4.79546435783249e+01	4.39777923808079e+00	-3.72092264048481e+00	3.53992314222858e+02	-1.30183292154562e+02	4.79643171365102e+00	9.92418547427600e-02	3.43577678514961e+00	1.00000000000000e+00	9.74466155183599e-01	1.12662118408532e+09	
3.11303315420723e+01	5.54594481307400e-03	3.07158337175886e+01	3.55862863059459e+01	-3.07034483198560e-02	3.43110784879322e+01	0.00000000000000e+00	0.00000000000000e+00	-4.53871673120478e-01	3.81704089600325e+02	4.51158296966420e+02	1.32590876264054e-01	1.11625149471581e+03	4.84448161702443e+02	6.31803333013364e+02	-2.02803694912310e+03	1.57776836012327e+02	-5.22618840198841e+01	-4.22350780461735e+01	4.72649575184870e+01	4.62116695888703e+02	1.00000000000000e+02	4.60511948593258e+01	2.06838975699336e+00	2.33998060672369e+01	4.87261185497742e+02	-1.90356707892056e+02	6.69920541260851e-01	2.30677335145852e+00	3.49065881168903e+00	1.00000000000000e+00	2.35847207889098e-01	1.12662118408539e+09	
3.12006861235887e+01	1.88324496009620e-02	3.35083958516392e+01	3.56339367032287e+01	-4.94729632638860e-02	3.41943432283153e+01	0.00000000000000e+00	0.00000000000000e+00	1.40400798243435e-01	3.11014745510521e+02	4.81957545545723e+02	9.23160808122870e-02	1.11625490724982e+03	4.83893254226232e+02	6.32361653023591e+02	-2.02803353658909e+03	1.56888963205592e+02	-5.19644101337262e+01	-4.18045312116953e+01	4.72535361859976e+01	4.81625709019069e+02	1.00000000000000e+02	4.78755229879109e+01	1.54334685066272e+00	6.96168651918781e+00	3.90563882715448e+02	-1.39071945638926e+02	3.39393726963232e+00	6.85452244198249e-01	3.53325337296852e+00	1.00000000000000e+00	6.52628414006175e-01	1.12662118408248e+09	
3.11450823647386e+01	-3.28798824773370e-02	3.25254981163097e+01	3.56796240202139e+01	-3.76907985169520e-02	3.32604835884347e+01	0.00000000000000e+00	0.00000000000000e+00	6.72451609701499e-01	2.51558304665759e+02	4.59787547178221e+02	1.05782430428589e-01	1.11625661638759e+03	4.83507777823282e+02	6.32748838564303e+02	-2.02803182745132e+03	1.57250715649168e+02	-5.20854403587449e+01	-4.14906412573036e+01	4.72551883715426e+01	4.77483887695204e+02	1.00000000000000e+02	4.65206168945619e+01	5.14939654513075e+00	-1.31093481364532e+01	3.83600424888248e+02	-1.36664042080576e+02	5.71979489926808e+00	1.49816848702466e+00	3.54178235348144e+00	1.00000000000000e+00	1.48341571067288e-01	1.12662118408275e+09	
3.11361521832330e+01	-1.37124327265430e-02	3.21691498228643e+01	3.55771946511079e+01	-3.25408358863610e-02	3.52747021413367e+01	0.00000000000000e+00	0.00000000000000e+00	9.10391440586578e-01	2.39890241791269e+02	4.48907748357493e+02	1.28947112130001e-01	1.11626052490199e+03	4.84102277758678e+02	6.32158247143316e+02	-2.02802791893691e+03	1.56511518064022e+02	-5.18399516282146e+01	-4.32327615109136e+01	4.72520860230634e+01	4.66579379914716e+02	1.00000000000000e+02	4.77405363552392e+01	5.81540316103036e+00	2.92168663039023e+01	2.62684764664113e+02	-1.02928170071633e+02	3.06097486302295e+00	3.01698811648745e+00	3.49802261558253e+00	1.00000000000000e+00	6.19771464955924e-01	1.12662118408585e+09	
3.11538065975479e+01	-9.90661565559100e-03	2.90121293996104e+01	3.56256694574365e+01	1.56483461750000e-03	3.40314571057417e+01	0.00000000000000e+00	0.00000000000000e+00	8.75458564132928e-01	3.11604728888373e+02	4.94086719081611e+02	1.58316304639067e-01	1.11626401193639e+03	4.82942090700358e+02	6.33321921236030e+02	-2.02802443190252e+03	1.57011034016033e+02	-5.20078729151108e+01	-4.06657017023826e+01	4.73212034990056e+01	4.67588239760657e+02	1.00000000000000e+02	4.47196123086915e+01	5.24630119381626e+00	3.56218696511130e+01	4.76510321153615e+02	-1.77977396146114e+02	4.75202531874444e+00	1.90867645469392e+00	3.46680191966392e+00	1.00000000000000e+00	7.20977312798958e-01	1.12662118408473e+09	
3.11580252356600e+01	4.68139326798260e-02	3.03173645374335e+01	3.56485931552469e+01	1.22586940442970e-02	3.31665914832826e+01	0.00000000000000e+00	0.00000000000000e+00	-7.43935017062163e-01	2.11205317908221e+02	2.81878494804027e+02	1.26123231848865e-01	1.11626509708440e+03	4.84023003736755e+02	6.32242093347642e+02	-2.02802334675451e+03	1.55688814705844e+02	-5.15655964722560e+01	-4.29731608188458e+01	4.73092670481215e+01	4.67823358759510e+02	1.00000000000000e+02	4.49351241582192e+01	2.49748201539250e+00	1.52868813274259e+01	4.95916385741631e+02	-1.88590196152251e+02	3.36763410033918e+00	2.96020360056777e+00	3.50213843971354e+00	1.00000000000000e+00	6.42244234592991e-01	1.12662118408316e+09	
3.11692872791538e+01	1.80120833708000e-02	3.29710776433325e+01	3.56264273780481e+01	1.91252864590560e-02	3.76670084868202e+01	0.00000000000000e+00	0.00000000000000e+00	-4.69017170029680e-01	2.18328093895517e+02	3.61401833873889e+02	1.49712538927984e-01	1.11626606685445e+03	4.83972306428373e+02	6.32293760426073e+02	-2.02802237698446e+03	1.55627614837287e+02	-5.15462879588072e+01	-4.14260755605222e+01	4.73285041531363e+01	4.85326859144947e+02	1.00000000000000e+02	5.00589201772156e+01	1.09932939329030e-02	-1.97100114824154e+01	4.82583063298383e+02	-1.65880063498635e+02	3.20788938771043e-01	8.16600609319450e-01	3.48103930543995e+00	1.00000000000000e+00	7.49416696955498e-01	1.12662118408327e+09	
3.11940887676020e+01	-2.54748007664600e-02	3.10565431817605e+01	3.56210643384722e+01	8.16532360256110e-02	3.60567751998994e+01	0.00000000000000e+00	0.00000000000000e+00	-6.14690962202062e-01	2.78953713452815e+02	4.25314363260673e+02	1.81112430435630e-01	1.11626771649951e+03	4.86211792057118e+02	6.30055924442389e+02	-2.02802072733940e+03	1.57360898714440e+02	-5.21257966751828e+01	-4.21689314069513e+01	4.72509146289402e+01	4.92297682079643e+02	1.00000000000000e+02	4.75878126437498e+01	2.73369777838430e+00	4.27872726809794e+01	4.82421568382990e+02	-1.65354495325683e+02	1.45755124575380e-02	2.38623538013209e+00	3.48128965499529e+00	1.00000000000000e+00	4.84047693278800e-03	1.12662118408459e+09	
3.11661716672808e+01	-1.91048996467150e-02	3.18839522413139e+01	3.55541811180487e+01	2.72398725079210e-02	3.45029599131202e+01	0.00000000000000e+00	0.00000000000000e+00	-5.01989440854513e-01	3.10313301048190e+02	4.77728326971497e+02	1.44386851540918e-01	1.11626845154862e+03	4.85226180249755e+02	6.31042271298869e+02	-2.02801999229028e+03	1.57645444556302e+02	-5.22186349195971e+01	-4.19357880069810e+01	4.72505083333231e+01	4.92491580284055e+02	1.00000000000000e+02	4.69791512619456e+01	3.01272835198007e+00	-2.38375846542183e+01	4.12802888889007e+02	-1.39767320375056e+02	5.32735149282002e+00	2.84409487772603e+00	3.51745883189549e+00	1.00000000000000e+00	1.61814916552932e-01	1.12662118408206e+09	
3.11776069816426e+01	-2.07417571312870e-02	2.98969063726692e+01	3.55331243712525e+01	3.32198341899400e-03	3.57387624731817e+01	0.00000000000000e+00	0.00000000000000e+00	2.98190789830544e-01	2.24784138631820e+02	3.85910258333006e+02	1.66539911185838e-01	1.11627430463590e+03	4.85000991444679e+02	6.31273313191222e+02	-2.02801413920301e+03	1.56645913352332e+02	-5.18866152355078e+01	-4.19836313648664e+01	4.72544562076413e+01	4.66749904117692e+02	1.00000000000000e+02	4.65948940740361e+01	7.19779233210741e-01	4.71734242184179e+00	4.61758121016388e+02	-1.75367161630248e+02	3.29166061431350e+00	1.13630320631580e+00	3.45467572775058e+00	1.00000000000000e+00	3.29219672048632e-01	1.12662118408609e+09	
3.11043001183912e+01	3.14436619663780e-02	3.17602799939257e+01	3.56067433004553e+01	-5.42383296950900e-03	3.44553140310474e+01	0.00000000000000e+00	0.00000000000000e+00	-7.19825776109808e-01	1.90612849856369e+02	4.15859228313775e+02	1.20439588139880e-01	1.11627441134341e+03	4.83035267338051e+02	6.33239144005358e+02	-2.02801403249550e+03	1.56590732864988e+02	-5.18660011049696e+01	-4.27120313731536e+01	4.72514748025454e+01	4.65775886081692e+02	1.00000000000000e+02	4.68602608856444e+01	3.61463649330629e+00	-1.81154487595124e+01	2.29489256174933e+02	-8.83649741721698e+01	4.83832661073638e+00	1.15624143560540e+00	3.50392832503016e+00	1.00000000000000e+00	2.79088895423103e-01	1.12662118408487e+09	
3.11308008918451e+01	-2.07421038048530e-02	3.31903482707722e+01	3.56125872525441e+01	-2.78533481118200e-03	3.52464239601720e+01	0.00000000000000e+00	0.00000000000000e+00	-4.37612757276315e-01	2.93291248793742e+02	4.98261464864448e+02	1.27903894240810e-01	1.11627653254833e+03	4.82220253954196e+02	6.34056278594133e+02	-2.02801191129058e+03	1.57487363853394e+02	-5.21651886522567e+01	-4.24169015677051e+01	4.72638939552092e+01	4.79184841291406e+02	1.00000000000000e+02	4.84139403510533e+01	5.05389331354584e+00	-1.63199877127387e+01	3.79792240821865e+02	-1.38838831325106e+02	3.55043370971705e+00	1.31892637662800e+00	3.52563750814442e+00	1.00000000000000e+00	1.15448518916617e-01	1.12662118408266e+09	
3.12075227353447e+01	-2.84680696132670e-02	3.24148701809057e+01	3.55640486094539e+01	5.52134359904340e-02	3.56458819630930e+01	0.00000000000000e+00	0.00000000000000e+00	1.41602923680016e-01	1.97545856210959e+02	3.05997144356131e+02	1.55806390578591e-01	1.11628160485331e+03	4.85816010345253e+02	6.30465594508059e+02	-2.02800683898560e+03	1.56182745422576e+02	-5.17316442224575e+01	-4.18109672470772e+01	4.72589910797003e+01	4.96849899673363e+02	1.00000000000000e+02	4.81804183229217e+01	2.24658361449707e+00	3.88030767501795e+00	3.95152785881654e+02	-1.28876113498354e+02	3.95026885554084e+00	1.41259674132154e+00	3.51383155378027e+00	1.00000000000000e+00	3.10411314554321e-01	1.12662118408353e+09	
3.10709822004330e+01	4.82319400883030e-02	3.04552866997692e+01	3.56445414333509e+01	-2.06128399267410e-02	3.51336276863406e+01	0.00000000000000e+00	0.00000000000000e+00	-1.48917153405001e-01	2.73912623972567e+02	4.58562600653014e+02	1.31966978201259e-01	1.11628308125466e+03	4.81412970303818e+02	6.34870110950841e+02	-2.02800536258425e+03	1.57185627082471e+02	-5.20647867054933e+01	-4.09029917106567e+01	4.72561497754316e+01	4.82973884201706e+02	1.00000000000000e+02	4.64961964290364e+01	1.68712504461965e+00	4.69548561555019e+01	4.10147131544288e+02	-1.39202776153761e+02	4.46756697597658e+00	2.52552495723851e-01	3.46964464342284e+00	1.00000000000000e+00	3.76674781762932e-01	1.12662118408455e+09	
3.11967246232255e+01	-2.79134901907280e-02	2.91706152673653e+01	3.55597671576107e+01	-8.00552790019100e-03	3.50417597925611e+01	0.00000000000000e+00	0.00000000000000e+00	-7.70246937963750e-01	3.70747393647842e+02	4.94383340307936e+02	1.66834667859968e-01	1.11628517212617e+03	4.84210747159044e+02	6.32074424967123e+02	-2.02800327171274e+03	1.58087921707496e+02	-5.23673012180112e+01	-4.25304771467855e+01	4.72801444951555e+01	4.95909135692916e+02	1.00000000000000e+02	4.55944045299003e+01	4.39759084656098e-01	1.56166566952356e+01	4.74351833172795e+02	-1.57934947203888e+02	4.25985233984655e+00	6.13078764062476e-01	3.45339833047457e+00	1.00000000000000e+00	1.45084193198133e-01	1.12662118408535e+09	
3.11729003308794e+01	6.38940679760940e-02	2.98630422494829e+01	3.56108372276173e+01	1.86970948322300e-02	3.44420266203207e+01	0.00000000000000e+00	0.00000000000000e+00	-2.63620883191078e-01	1.73254279155989e+02	2.77062093242296e+02	1.39247484599358e-01	1.11628585528537e+03	4.83117426541784e+02	6.33168428743588e+02	-2.02800258855354e+03	1.56016358239862e+02	-5.16753615547888e+01	-3.96434816343305e+01	4.72804828361716e+01	4.90305749799363e+02	1.00000000000000e+02	4.55856829510020e+01	3.73896425092076e+00	-2.89777828331874e+01	4.21817338633651e+02	-1.41481111207825e+02	9.28336683127328e-01	8.62825834789315e-01	3.47229397472664e+00	1.00000000000000e+00	1.64400929011610e-02	1.12662118408431e+09	
3.11655022405058e+01	3.33795877760900e-03	3.15169189679559e+01	3.55668226398922e+01	7.37776875031300e-03	3.36925235461398e+01	0.00000000000000e+00	0.00000000000000e+00	2.55781522772307e-01	2.46846395497674e+02	4.08869596376010e+02	1.24456544068917e-01	1.11628737040528e+03	4.85577046051293e+02	6.30710324353983e+02	-2.02800107343363e+03	1.57097945298276e+02	-5.20352366968238e+01	-4.31330917416987e+01	4.72635894468739e+01	4.89262858187594e+02	1.00000000000000e+02	4.61356946857840e+01	6.18010194607511e+00	1.58323588837503e+01	3.90902274333339e+02	-1.32700866333837e+02	1.76731550766471e+00	2.08061996038156e+00	3.51904055410477e+00	1.00000000000000e+00	1.68986283177913e-01	1.12662118408398e+09	
3.11603253053712e+01	-5.07412590587430e-02	3.04769327629736e+01	3.56155285207119e+01	4.69675499573170e-02	3.66466112589876e+01	0.00000000000000e+00	0.00000000000000e+00	7.46221247451059e-01	3.21951317604277e+02	4.58706112209541e+02	1.89011908127644e-01	1.11628918274316e+03	4.84027138721229e+02	6.32262044021934e+02	-2.02799926109574e+03	1.57668844163290e+02	-5.22289380992220e+01	-3.94427303063685e+01	4.72519608247308e+01	4.75771813735445e+02	1.00000000000000e+02	4.76635872276329e+01	5.52644600613506e+00	2.71587391413946e+00	3.28134245296621e+02	-1.22410669990397e+02	3.92554533638581e+00	7.13556016281972e-01	3.45685342335509e+00	1.00000000000000e+00	7.03147572226320e-02	1.12662118408527e+09	
